movieId,title,genres,tmdb_id,budget,revenue,runtime,release_date,original_language,director,top_cast,production_companies,production_countries,keywords
4645,Cure (1997),Crime|Horror|Thriller,36095.0,20000.0,234821.0,111.0,1997-12-27,ja,Kiyoshi Kurosawa,Koji Yakusho|Masato Hagiwara|Tsuyoshi Ujiki,Daiei Film|Twins Japan,Japan,"hotel|prostitute|amnesia|based on novel or book|investigation|hallucination|interview|murder|serial killer|tokyo, japan|interrogation|stranger|hypnotism|psychosis|record player|mental hospital|aggressive|neo-noir|personality disorder|anxious|dreary|psychological horror|sinister|bold|frightened|crime horror"
4646,Greenfingers (2000),Comedy|Drama,33379.0,,1443067.0,91.0,,en,Joel Hershman,Clive Owen|Helen Mirren|David Kelly,Boneyard Entertainment China|Fireworks Pictures|Metro-Goldwyn-Mayer|Travis Swords Productions|Winchester Films|Xingu Films,United Kingdom|United States of America,
4647,Jackpot (2001),Drama,196859.0,400000.0,43719.0,97.0,2001-07-27,en,Michael Polish,Jon Gries|Garrett Morris|Daryl Hannah,Polish Brothers Construction|Jackpot Film Productions|Wild at Heart Films,United States of America,
4648,"Monkey's Mask, The (2000)",Crime|Mystery,47574.0,,6831.0,93.0,,en,Samantha Lang,Susie Porter|Kelly McGillis|Abbie Cornish,Arenafilm|Canal+|Fandango|New South Wales Film & Television Office|TVA International|Asmik Ace Entertainment,Australia|France|Italy|Japan,woman director
4649,Wet Hot American Summer (2001),Comedy,2171.0,5000000.0,295206.0,97.0,2001-07-27,en,David Wain,Janeane Garofalo|David Hyde Pierce|Michael Showalter,Eureka Pictures|North Coast Group,United States of America,adolescence|summer camp
4650,Relentless (1989),Thriller,87462.0,,6985019.0,92.0,1989-08-30,en,William Lustig,Judd Nelson|Robert Loggia|Leo Rossi,Out of the Dark Productions|CineTel Films|New Line Cinema,United States of America,serial killer|police officer|dead woman
4651,Renegades (1989),Action,20307.0,16000000.0,9015164.0,105.0,1989-06-02,en,Jack Sholder,Kiefer Sutherland|Lou Diamond Phillips|Jami Gertz,Morgan Creek Entertainment|Interscope Communications,United States of America,undercover cop
4652,"Return of Swamp Thing, The (1989)",Comedy|Horror|Sci-Fi,19142.0,4000000.0,192816.0,84.0,1989-05-11,en,Jim Wynorski,Louis Jourdan|Heather Locklear|Sarah Douglas,Lightyear Entertainment,United States of America,swamp|based on comic|body horror
4653,"Return of the Musketeers, The (1989)",Adventure|Comedy,41946.0,,,102.0,1989-04-12,en,Richard Lester,Michael York|Oliver Reed|Frank Finlay,Fildebroc|Ciné 5|Sofica Sofinergie|Investimage|Timothy Burrill Productions|Iberoamericana Films Produccion,France|Spain|United Kingdom,sequel|musketeer|17th century|three musketeers
4654,Road House (1989),Action|Drama,10135.0,15000000.0,30100000.0,114.0,1989-05-19,en,Rowdy Herrington,Patrick Swayze|Kelly Lynch|Sam Elliott,United Artists|Star Partners II|Silver Pictures,United States of America,new love|showdown|protection money|nightclub|roadhouse|fistfight|stripper|strip club|revenge|bouncer|hoodlum|brawl|voyeurism
4655,Romero (1989),Drama,32767.0,,,105.0,1989-08-12,en,John Duigan,Raúl Juliá|Richard Jordan|Ana Alicia,Paulist Productions,United States of America,social control|bishop|public murder|murder|social commentary|priest|church|catholicism|reflective
4656,Rosalie Goes Shopping (1989),Comedy,56162.0,,,94.0,1989-11-09,en,Percy Adlon,Marianne Sägebrecht|Brad Davis|Judge Reinhold,Pelemele Film|BR,Germany,
4657,Rude Awakening (1989),Comedy,24254.0,,3169719.0,98.0,1989-08-16,en,David Greenwalt|Aaron Russo,Cheech Marin|Eric Roberts|Julie Hagerty,Aaron Russo Productions|Cineplex-Odeon Films,United States of America,
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,19236.0,787000.0,,122.0,1989-11-24,en,Alejandro Jodorowsky,Axel Jodorowsky|Blanca Guerra|Guy Stockwell,Productora Fílmica Real|Produzioni Intersound,Italy|Mexico,"suicide|mexico city, mexico|elephant|funeral|circus|trauma|clown|surreal|gore|surrealism|stage show|avant-garde|madness|shrine|tattoed woman"
4659,Scandal (1989),Drama,32261.0,,8800000.0,115.0,1989-03-03,en,Michael Caton-Jones,John Hurt|Joanne Whalley|Bridget Fonda,British Screen Productions|Palace Pictures|Miramax|British Satellite Broadcasting,United Kingdom|United States of America,"london, england|sex scandal|based on true story|scandal|cabaret dancer|member of parliament|1960s|profumo|british government|tory politician"
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,60276.0,,,95.0,1989-06-09,en,Paul Bartel,Jacqueline Bisset|Ray Sharkey|Robert Beltran,Cinecom Pictures|The Rank Organisation,United States of America,widow|bisexuality|dark comedy|lgbt|beverly hills|gay theme
4661,Sea of Love (1989),Crime|Drama|Thriller,12150.0,19000000.0,110879513.0,113.0,1989-09-15,en,Harold Becker,Al Pacino|Ellen Barkin|John Goodman,Universal Pictures,United States of America,new york city|newspaper|police|alcohol|detective|murder|serial killer|neo-noir
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,11185.0,18000000.0,46900000.0,102.0,1989-05-12,en,Arthur Hiller,Richard Pryor|Gene Wilder|Joan Severance,TriStar Pictures,United States of America,blindness and impaired vision|friendship|deaf|villainess|suspicion of murder|witness|slapstick comedy|murder|blindness
4663,She's Out of Control (1989),Comedy,47045.0,,12065892.0,97.0,1989-04-14,en,Stan Dragoti,Tony Danza|Catherine Hicks|Wallace Shawn,Weintraub Entertainment Group,United States of America,daughter|father|girlfriend
4664,Shirley Valentine (1989),Comedy|Romance,18683.0,,,108.0,1989-08-30,en,Lewis Gilbert,Pauline Collins|Tom Conti|Julia McKenzie,Paramount Pictures,United Kingdom|United States of America,"northern england|greece|liverpool, england|based on play or musical|bored housewife"
4665,Shocker (1989),Horror,12521.0,5000000.0,16554699.0,111.0,1989-03-23,en,Wes Craven,Michael Murphy|Mitch Pileggi|Peter Berg,Alive Films|Universal Pictures|Carolco Pictures,United States of America|Netherlands,death penalty|psychopath|sadistic|detective|blackout|gore|murder|electric chair|capital punishment|slasher|maniac|rage|killer|evil|madman|insane
4666,Skin Deep (1989),Comedy,12478.0,8500000.0,45000000.0,97.0,1989-03-03,en,Blake Edwards,John Ritter|Vincent Gardenia|Alyson Reed,Morgan Creek Entertainment|Beco Films,United States of America,alcohol|condom|writer's block|in flagranti|author|divorce|extramarital affair|ex-wife
4667,Slaves of New York (1989),Drama,49788.0,,,124.0,1989-03-18,en,James Ivory,Bernadette Peters|Chris Sarandon|Mary Beth Hurt,Merchant Ivory Productions,United States of America,artist community
4668,Some Girls (1988),Comedy|Drama|Romance,31083.0,,401421.0,94.0,1988-09-09,en,Michael Hoffman,Patrick Dempsey|Jennifer Connelly|Sheila Kelley,Wildwood Enterprises|Metro-Goldwyn-Mayer,United States of America,love triangle|quebec|man between two women|coming of age|eccentric family|christmas
4669,Stepfather II (1989),Horror|Thriller,30666.0,1500000.0,1519796.0,93.0,1989-11-03,en,Jeff Burr,Terry O'Quinn|Meg Foster|Caroline Williams,Part II Productions|Millimeter Films|ITC Entertainment,United States of America|United Kingdom,parent child relationship|stepfather|sequel|flashback|murder|serial killer|wedding|maniac|dentist|psycho killer|psycho|mail carrier
4670,"Stepfather, The (1987)",Horror|Thriller,25155.0,1200000.0,2488740.0,89.0,1987-01-23,en,Joseph Ruben,Terry O'Quinn|Jill Schoelen|Shelley Hack,ITC Entertainment|New Century Vista Film Company,United States of America|United Kingdom,psychopath|widow|shower|stepfather|murder|serial killer|real estate agent|psycho killer|psycho|murder of family
4671,Sweetie (1989),Drama,65015.0,,,100.0,1989-09-28,en,Jane Campion,Geneviève Lemon|Karen Colston|Tom Lycos,New South Wales Film Corp.|Arenafilm|New South Wales Film & Television Office,Australia,sibling relationship|tree house|dysfunctional family|woman director|favorite sibling
4672,"Tall Guy, The (1989)",Comedy|Romance,24077.0,,,92.0,1989-02-01,en,Mel Smith,Jeff Goldblum|Emma Thompson|Rowan Atkinson,LWT|Virgin Vision|Working Title Films,United Kingdom,"london, england|slapstick comedy"
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,9618.0,55000000.0,63408614.0,104.0,1989-12-22,en,Andrei Konchalovsky,Sylvester Stallone|Kurt Russell|Teri Hatcher,Warner Bros. Pictures|The Guber-Peters Company,United States of America,"prisoner|war on drugs|los angeles, california|buddy cop|playful"
4674,Tap (1989),Drama,16560.0,,9114702.0,111.0,1989-02-12,en,Nick Castle,Gregory Hines|Suzzanne Douglas|Sammy Davis Jr.,TriStar Pictures|Beco Films,United States of America,musical|tap dancing|ex-con|dance teacher
4675,Three Fugitives (1989),Action|Comedy,31608.0,15000000.0,40600000.0,96.0,1989-01-27,en,Francis Veber,Nick Nolte|Martin Short|Sarah Rowland Doroff,Silver Screen Partners IV|Touchstone Pictures,United States of America,daughter|police|chase|hostage|release from prison|falsely accused|detective|remake|fugitive|on the run|buddy|bank robbery|ex-con|road movie|girl disguised as boy|odd couple|running from police
4676,Troop Beverly Hills (1989),Comedy,22102.0,18000000.0,8500000.0,106.0,1989-03-24,en,Jeff Kanew,Shelley Long|Craig T. Nelson|Betty Thomas,Weintraub Entertainment Group|Fries Entertainment|Avanti Films,United States of America,wilderness|teen angst|beverly hills|comforting|familiar|joyful
4677,Turner & Hooch (1989),Comedy|Crime,6951.0,13000000.0,71079915.0,99.0,1989-07-28,en,Roger Spottiswoode,Tom Hanks|Mare Winningham|Craig T. Nelson,Silver Screen Partners III|Touchstone Pictures,United States of America,police detective|buddy cop|buddy comedy|unlikely friendship|eating non food|pet food|pets|pet ownership|drool
4678,UHF (1989),Comedy,11959.0,5000000.0,6157157.0,97.0,1989-07-21,en,Jay Levey,'Weird Al' Yankovic|Kevin McCarthy|Michael Richards,Cinecorp|Orion Pictures|Imaginary Entertainment,United States of America,loser|game show|satire|music video|music spoof
4679,Uncle Buck (1989),Comedy,2616.0,15000000.0,79300000.0,100.0,1989-08-16,en,John Hughes,John Candy|Jean Louisa Kelly|Gaby Hoffmann,Hughes Entertainment,United States of America,babysitter|uncle|nostalgic|backfire|attitude|tire|streetwise|drag net|crazy uncle|aftercreditsstinger|child care|lighthearted|enthusiastic|melodramatic
4680,Vampire's Kiss (1989),Comedy|Fantasy|Horror,7091.0,2000000.0,725131.0,103.0,1989-06-02,en,Robert Bierman,Nicolas Cage|María Conchita Alonso|Jennifer Beals,Magellan Pictures|Hemdale Film Corporation,United States of America,therapist|vampire|insanity|bite|delusion|nightclub|dark comedy|hallucination|murder|secretary|psychosis|drinking blood|absurd|amused|bewildered
4681,"War of the Roses, The (1989)",Comedy|Drama,249.0,26000000.0,160188546.0,116.0,1989-12-08,en,Danny DeVito,Michael Douglas|Kathleen Turner|Danny DeVito,20th Century Fox|Gracie Films,United States of America,marriage|romance|love-hate relationship|lawyer|divorce|argument|divorce lawyer|hostile|reminiscent|excited
4682,Warlock (1989),Action|Horror,11342.0,7000000.0,9094451.0,103.0,1989-06-01,en,Steve Miner,Julian Sands|Lori Singer|Richard E. Grant,New World Pictures,United States of America,witch|magic|cemetery|time travel|aging|curse|warlock|witch hunt
4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,183.0,6000000.0,14278900.0,100.0,1989-12-15,en,Todd Holland,Luke Edwards|Vince Trankina|Wendy Phillips,Universal Pictures|Finnegan/Pinchuk Productions,United States of America,california|video game|competition|brother|utah|nintendo|on the road|road movie|power glove
4684,Worth Winning (1989),Comedy,32330.0,,,103.0,1989-10-27,en,Will Mackenzie,Mark Harmon|Madeleine Stowe|Lesley Ann Warren,A&M Films|20th Century Fox,United States of America,womanizer|battle of the sexes
4685,Warlock: The Armageddon (1993),Horror,24126.0,3000000.0,3902679.0,98.0,1993-05-01,en,Anthony Hickox,Julian Sands|Chris Young|Paula Marshall,Tapestry Films|Trimark Pictures,United States of America,witch|magic|druid|sequel|armageddon|warlock|grimoire
4686,Weekend at Bernie's II (1993),Adventure|Comedy,8494.0,7000000.0,12741891.0,97.0,1993-07-09,en,Robert Klane,Andrew McCarthy|Jonathan Silverman|Terry Kiser,Artimm|TriStar Pictures,United States of America,re animate|conga|dancing corpse
4687,Billy Liar (1963),Comedy,26535.0,,35609.0,98.0,1963-08-15,en,John Schlesinger,Tom Courtenay|Julie Christie|Wilfred Pickles,Vic Films Productions|Waterfall Productions,United Kingdom,dreams|northern england|based on novel or book|lie|yorkshire|train|ambrosia|bradford
4688,Black Robe (1991),Adventure|Drama,41784.0,11000000.0,8211952.0,101.0,1991-10-04,en,Bruce Beresford,Lothaire Bluteau|Sandrine Holt|August Schellenberg,Samson Productions|First Choice Canadian Communication Corporation|Alliance Films|Australian Film Finance Corporation,Australia|Canada,quebec|wilderness|native american|journey|jesuits (society of jesus)|17th century|algonquin indian
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",Mystery|Thriller,27431.0,1000000.0,1204739.0,112.0,1971-02-12,it,Dario Argento,James Franciscus|Karl Malden|Catherine Spaak,Labrador Films|Seda Spettacoli|Terra-Filmkunst|Titanus,Germany|France|Italy,psychopath|adoption|eye ball|stalker|laboratory|homicidal|serial killer|slasher|whodunit|maniac|psychiatrist|policeman|mental illness|psycho killer|child kidnapping|multiple murder|voyeurism|madman|blind man|research scientist|behavioral genetics|rare genetic disorder
4690,"Cotton Club, The (1984)",Crime|Musical,2148.0,58000000.0,25928721.0,130.0,1984-12-14,en,Francis Ford Coppola,Richard Gere|Gregory Hines|Diane Lane,Totally Independent|PSO|American Zoetrope|Robert Evans Productions,United States of America,"jazz|gang war|nightclub|jazz singer or musician|musical|jazz club|mafia|song and dance|mob boss|harlem, new york city|trumpet player|1920s|1930s|mob|hot jazz|race relations|prohibition"
4691,Def-Con 4 (1985),Action|Sci-Fi,42033.0,1800000.0,1057064.0,88.0,1985-03-15,en,Paul Donovan|Digby Cook,Lenore Zann|Maury Chaykin|Kate Lynch,Salter Street Films|New World Pictures,Canada,dystopia|post-apocalyptic future|canuxploitation
4692,"Hotel New Hampshire, The (1984)",Drama,11308.0,7500000.0,5100000.0,110.0,1984-03-09,en,Tony Richardson,Rob Lowe|Jodie Foster|Paul McCrane,Orion Pictures|Woodfall Film Productions|Filmline Productions,Canada|United Kingdom|United States of America,"hotel|prostitute|rape|based on novel or book|bomb|fight|satire|stuffed animal|terrorism|vienna, austria|motley crew"
4693,Idiot Box (1996),Crime|Drama,23239.0,,,85.0,,en,David Caesar,Ben Mendelsohn|Jeremy Sims|John Polson,Australian Film Finance Corporation,Australia,
4694,Left Luggage (1998),Drama,53119.0,,100544.0,100.0,1998-03-30,en,Jeroen Krabbé,Laura Fraser|Adam Monty|Isabella Rossellini,Favourite Films NV|Shooting Star Filmcompany,Netherlands|United Kingdom|Belgium,jewish life|holocaust (shoah) survivor
4695,Who'll Stop the Rain (1978),Crime|Drama,31941.0,,,126.0,1978-08-02,en,Karel Reisz,Nick Nolte|Tuesday Weld|Michael Moriarty,Katzka-Jaffe,United States of America,vietnam war|vietnam veteran|vietnam|based on novel or book|drug smuggling|chase|heroin|saigon|drug trade|machine gun
4696,"Zorro, the Gay Blade (1981)",Comedy,19317.0,12600000.0,10200000.0,93.0,1981-07-17,en,Peter Medak,George Hamilton|Lauren Hutton|Brenda Vaccaro,Melvin Simon Productions|20th Century Fox,Mexico,"madrid, spain|sword fight|lgbt|based on myths, legends or folklore|19th century|zorro"
4697,Basket Case (1982),Comedy|Horror,27813.0,35000.0,,91.0,1982-04-02,en,Frank Henenlotter,Kevin Van Hentenryck|Terri Susan Smith|Beverly Bonner,Basket Case Productions,United States of America,biting|basket|conjoined twins|mood ring eyes|cheerful
4698,Orphans (1997),Comedy|Drama,57745.0,,49501.0,101.0,,en,Peter Mullan,Douglas Henshall|Gary Lewis|Rosemarie Stevenson,Antoinine Green Bridge|The Scottish Arts Council|The Glasgow Film Fund|National Lottery|British Screen Productions|Film4 Productions,United Kingdom,funeral|scotland|church|drive by shooting|double barreled shotgun|destroyed church
4699,Original Sin (2001),Drama|Romance|Thriller,2057.0,42000000.0,35402320.0,116.0,2001-05-08,en,Michael Cristofer,Angelina Jolie|Antonio Banderas|Thomas Jane,Epsilon Motion Pictures|Via Rosa Productions|Di Novi Pictures|Intermedia Films|Metro-Goldwyn-Mayer|Hyde Park Entertainment|UGC Films,France|Switzerland|United States of America|United Kingdom,cuba|female lover|eroticism|coffee grower|sin|denunciation|erotic thriller
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,9880.0,37000000.0,165335153.0,115.0,2001-08-03,en,Garry Marshall,Anne Hathaway|Julie Andrews|Heather Matarazzo,Bottom of the Ninth Productions|Walt Disney Pictures|BrownHouse Productions,United States of America,princess|high school|based on novel or book|grandparent grandchild relationship|heir to the throne|royalty|social outcast|fictitious country|based on young adult novel|bold|joyful
4701,Rush Hour 2 (2001),Action|Comedy,5175.0,90000000.0,347325802.0,90.0,2001-08-03,en,Brett Ratner,Jackie Chan|Chris Tucker|John Lone,New Line Cinema|Arthur Sarkissian Productions|Roger Birnbaum Productions,United States of America|Hong Kong,"martial arts|los angeles, california|criminal investigation|interracial friendship|buddy cop|duringcreditsstinger|action hero|good versus evil"
4702,Thomas in Love (Thomas est Amoureux) (2000),Comedy|Drama,21596.0,,,97.0,2000-09-03,fr,Pierre-Paul Renders,Benoît Verhaert|Aylin Yay|Magali Pinglaut,Entre Chien et Loup|JBA Production|RTBF,Belgium|France,phobia|agoraphobia|found footage|screenlife
4703,Chocolat (1988),Drama,41951.0,,,104.0,1988-05-18,fr,Claire Denis,Isaach de Bankolé|Giulia Boschi|François Cluzet,Cinémanuel|Cerito Films|Caroline Production|La Sept Cinéma|Le F.O.D.I.C. Cameroun|MK2 Films|TF1 Films Production|Wim Wenders Productions|MK2 Productions,Germany|Cameroon|France,africa|sexual tension|colonialism|semi autobiographical|woman director|cameroon|1950s
4704,Hatari! (1962),Adventure|Comedy,11385.0,,,157.0,1962-06-19,en,Howard Hawks,John Wayne|Hardy Krüger|Elsa Martinelli,Paramount Pictures|Malabar,United States of America,elephant|chase|africa|giraffe|safari
4705,"Cage aux Folles, La (1978)",Comedy,4484.0,1100000.0,20424259.0,92.0,1978-10-20,fr,Édouard Molinaro,Ugo Tognazzi|Michel Serrault|Claire Maurier,Les Productions Artistes Associés|Da Ma Produzione,France|Italy,"culture clash|drag queen|1970s|cabaret|paparazzi|deputy|based on play or musical|saint-tropez, france|french riviera|male homosexuality|lgbt|permission to marry|father son relationship|travestite|gay theme|cliché|demeaning|embarrassed"
4706,"Cage aux Folles II, La (1980)",Comedy,11684.0,,6950125.0,101.0,1980-12-10,fr,Édouard Molinaro,Michel Serrault|Ugo Tognazzi|Marcel Bozzuffi,Da Ma Produzione|Les Productions Artistes Associés,France|Italy,"escape|drag queen|italy|spy|microfilm|revue|saint-tropez, france|french riviera|murder|extramarital affair|lgbt|nightclub owner|gay theme|cliché|embarrassed"
4707,Liebestraum (1991),Mystery|Thriller,44414.0,,,112.0,1991-09-13,en,Mike Figgis,Kevin Anderson|Pamela Gidley|Bill Pullman,Initial Entertainment Group|MGM-Pathé Communications|Metro-Goldwyn-Mayer,United States of America,mother|illinois|friends|murder|architecture|lust|extramarital affair|illness|occult|adopted|neo-noir
4708,Marat/Sade (1966),Drama|Musical,44258.0,,,116.0,,en,Peter Brook,Patrick Magee|Ian Richardson|Michael Williams,National Film Finance Corporation (NFFC),United Kingdom,
4709,Paint Your Wagon (1969),Comedy|Musical|Western,20391.0,20000000.0,31678778.0,164.0,1969-10-15,en,Joshua Logan,Lee Marvin|Clint Eastwood|Jean Seberg,Paramount Pictures|Alan Jay Lerner Productions|Malpaso Productions,United States of America,mining|polyamory|prospector
4710,"Shootist, The (1976)",Drama|Western,12584.0,,13400000.0,100.0,1976-07-21,en,Don Siegel,John Wayne|Lauren Bacall|Ron Howard,The De Laurentiis Company|Paramount Pictures,United States of America,"sniper|based on novel or book|widow|nevada|retirement|terminal illness|aging|dying man|gunfight|boarding house|one last job|gunfighter|terminal cancer|1900s|western expansion|old west legend|western|widow with son|aging gunfighter|carson city, nevada"
4711,Theremin: An Electronic Odyssey (1993),Documentary,70042.0,,253311.0,83.0,,en,Steven M. Martin,Leon Theremin|Clara Rockmore|Robert Moog,Kaga Bay|Channel 4 Television,United Kingdom|United States of America,theremin|electronic music|1950s|musical instruments
4712,"Wild Child, The (Enfant sauvage, L') (1970)",Drama,1627.0,,,83.0,1970-02-26,fr,François Truffaut,Jean-Pierre Cargol|François Truffaut|Françoise Seigner,Les Films du Carrosse|Les Productions Artistes Associés,France,experiment|southern france|civilization|feral child|punishment|doctor|based on memoir or autobiography|reward|tantrum|wild child|18th century|sign languages
4713,Altered States (1980),Drama|Sci-Fi,11542.0,15000000.0,19853892.0,103.0,1980-12-25,en,Ken Russell,William Hurt|Blair Brown|Bob Balaban,Warner Bros. Pictures,United States of America,experiment|genetics|based on novel or book|ritual|subconsciousness|harvard university|psychology|surreal|drug use|magic mushroom|drug trip|university|drugs|psychedelics|metamorphosis|sensory deprivation|isolation tank|deprivation chamber|psychedelic|lovecraftian
4714,Any Which Way You Can (1980),Comedy,17169.0,15000000.0,70687344.0,115.0,1980-12-17,en,Buddy Van Horn,Clint Eastwood|Sondra Locke|Geoffrey Lewis,Warner Bros. Pictures|Malpaso Productions,United States of America,martial arts|bare knuckle boxing|fight|mafia|motorcycle|motorcycle gang|orangutan|monkey|street fight|action hero
4715,"Awakening, The (1980)",Horror,39176.0,,8415112.0,105.0,1980-07-09,en,Mike Newell,Charlton Heston|Susannah York|Jill Townsend,EMI Films|Robert H. Solo Productions,United Kingdom|United States of America,egypt|queen|mummy|curse|spirit|archaeologist|evil|egyptian tomb|mummy's curse
4716,Bad Timing: A Sensual Obsession (1980),Drama,33214.0,,,123.0,1980-03-02,en,Nicolas Roeg,Art Garfunkel|Theresa Russell|Harvey Keitel,Recorded Picture Company|The Rank Organisation,United Kingdom,"obsession|overdose|inspector|love|psychiatrist|vienna, austria|extramarital affair|pink floyd"
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy,19267.0,6000000.0,21491887.0,95.0,1980-08-18,en,Robert Clouse,Jackie Chan|Mako|Kristine DeBell,Orange Sky Golden Harvest|Warner Bros. Pictures,Hong Kong|United States of America,"chicago, illinois|martial arts|street gang"
4718,American Pie 2 (2001),Comedy,2770.0,30000000.0,287553595.0,111.0,2001-08-10,en,J.B. Rogers,Jason Biggs|Thomas Ian Nicholas|Chris Klein,Universal Pictures|Zide-Perry Productions|LivePlanet,United States of America,summer|beach house|group of friends|tantra|superglue|sex comedy
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,12610.0,75000000.0,13596911.0,95.0,2001-08-10,en,Bobby Farrelly|Peter Farrelly,Chris Rock|Laurence Fishburne|David Hyde Pierce,Conundrum Entertainment|Warner Bros. Pictures,United States of America,cold|flu|lethal virus|construction worker
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,1933.0,17000000.0,210002906.0,101.0,2001-08-02,en,Alejandro Amenábar,Nicole Kidman|Alakina Mann|James Bentley,Cruise/Wagner Productions|Sogecine|Las Producciones del Escorpión,Spain|United States of America|France,nightmare|suicide attempt|shotgun|servant|cemetery|world war ii|nanny|haunted house|channel islands|mansion|soldier|gardener|photosensitivity|1940s|dreary|jersey island|baffled|supernatural thriller
4721,American Outlaws (2001),Action|Comedy|Western,13496.0,35000000.0,13678913.0,94.0,2001-08-17,en,Les Mayfield,Colin Farrell|Scott Caan|Ali Larter,Morgan Creek Entertainment,United States of America,sheriff|horse|outlaw|jesse james|cole younger
4722,All Over the Guy (2001),Comedy,21055.0,,1051948.0,95.0,2001-08-10,en,Julie Davis,Dan Bucatinsky|Richard Ruccolo|Doris Roberts,Lionsgate,United States of America,love|friends|woman director|gay theme
4723,"Deep End, The (2001)",Drama,24936.0,3000000.0,10031529.0,101.0,2001-01-21,en,Scott McGehee|David Siegel,Tilda Swinton|Goran Višnjić|Jonathan Tucker,i5 Films|Fox Searchlight Pictures,United States of America,friendship|casino|ambulance|parent child relationship|fight|wound|trumpet|murder|ballet|dead body|tears|drink|car wash|lgbt|sex tape|drunkenness|gay theme
4724,On the Edge (2001),Drama,80070.0,7000000.0,,85.0,2001-09-21,en,John Carney,Cillian Murphy|Martin Carney|Paul Hickey,Hell's Kitchen|Blank Page Productions,Ireland,understated
4725,Session 9 (2001),Horror|Thriller,10972.0,1500000.0,1612259.0,100.0,2001-08-10,en,Brad Anderson,Peter Mullan|David Caruso|Stephen Gevedon,USA Films|Scout Productions|October Films,United States of America,schizophrenia|massachusetts|psychology|lunatic asylum|pot smoking|coin|tape recorder|cell phone|walkie talkie|security guard|mental illness|asbestos|multiple personality|tunnel|lobotomy|hazmat suit|job
4726,"Turandot Project, The (2000)",Documentary,207541.0,,,87.0,2000-09-11,en,Allan Miller,,Alternate Current|Four Oaks Foundation|EuroArts,China,"china|beijing, china|puccini|forbidden city|documentary"
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War,1722.0,57000000.0,62112895.0,131.0,2001-04-18,en,John Madden,Nicolas Cage|Penélope Cruz|John Hurt,Universal Pictures|StudioCanal|Miramax|Working Title Films,France|United Kingdom|United States of America,allies|greek island|mandolin|resistance fighter|greek history|italiani brava gente
4728,Rat Race (2001),Comedy,9896.0,48000000.0,85498534.0,112.0,2001-08-17,en,Jerry Zucker,Gloria Allred|Breckin Meyer|Cuba Gooding Jr.,Fireworks Pictures|Paramount Pictures|Alphaville Films|Zucker Productions,Canada|United States of America,casino|road trip|millionaire|eccentric millionaire
4729,Aberdeen (2000),Drama,26665.0,,,113.0,2000-09-08,en,Hans Petter Moland,Stellan Skarsgård|Lena Headey|Charlotte Rampling,Filmfabriken Baltic Sea AB|Norsk Film|Freeway Films,Norway|Sweden|United Kingdom,daughter|alcohol|cocaine|road trip|lawyer|alcoholic father|father daughter conflict|father daughter relationship
4731,Innocence (2000),Drama,125707.0,,,94.0,2000-09-08,en,Paul Cox,Julia Blake|Kristine Van Pellicom|Kenny Aernouts,Showtime Australia|South Australian Film Corporation|Illumination Films|CineTe Filmprodukite|Film Victoria|Australian Film Commission|Strand Releasing,Australia|Belgium,
4732,Bubble Boy (2001),Comedy,9683.0,,5007209.0,84.0,2001-08-24,en,Blair Hayes,Jake Gyllenhaal|Swoosie Kurtz|Marley Shelton,Touchstone Pictures|Bandeira Entertainment,United States of America|France,lovesickness|niagara falls|crush|illness|joyous
4733,"Curse of the Jade Scorpion, The (2001)",Comedy,2779.0,33000000.0,18914307.0,103.0,2001-08-24,en,Woody Allen,Dan Aykroyd|Helen Hunt|Woody Allen,VCL Communications|Gravier Productions,United States of America|Germany,new york city|hypnosis|insurance investigator|jewelry heist|jewel theft|unlikely lovers|insurance detective|1940s|insurance company|jewel thieves|magician|rivals to lovers|hypnotic spell|office party
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,2294.0,22000000.0,33788161.0,104.0,2001-08-22,en,Kevin Smith,Jason Mewes|Kevin Smith|Ben Affleck,Dimension Films|View Askew Productions,United States of America,experiment|movie business|comic book|breaking the fourth wall|self mocking|gigantic hand
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,10016.0,28000000.0,14010832.0,98.0,2001-08-14,en,John Carpenter,Natasha Henstridge|Ice Cube|Pam Grier,Animationwerks|Screen Gems|Storm King Productions,United States of America,future|planet mars|anti hero|possession|hot air balloon|mining|escaped convict|flashback|futuristic|zombie|train|survival horror|self mutilation|battering ram|ghost|cavern|ghost town|guns|outer space
