movieId,title,tmdb_id,genres,runtime,release_date,original_language,cast_frequency,director_frequency,avg_rating,num_ratings
185681,Bruno & Boots: The Wizzle War (2017),472373.0,Children|Comedy,90.0,2017-01-04,en,2,1,3.625,4
185705,McCanick (2014),214140.0,Crime|Drama|Thriller,96.0,2014-02-17,en,25,1,2.5,6
185715,Layla M. (2016),411038.0,Drama,98.0,2016-11-17,ar,0,4,3.1818,11
185729,Tattoo (2013),227493.0,Drama,110.0,2013-11-14,pt,3,1,2.7727,11
185743,Zaineb Hates the Snow (2016),455162.0,Documentary,94.0,2016-06-08,fr,7,0,2.5,1
185751,40 (2009),71698.0,Action|Drama,89.0,2009-09-01,tr,0,0,3.75,2
185793,Allure (2018),467916.0,Drama|Romance|Thriller,104.0,2018-03-16,en,25,0,2.3333,18
185795,Toll Booth (2011),66574.0,Drama,96.0,2011-05-06,tr,0,0,3.3,10
185829,The Tricky Master (1999),53281.0,Action|Comedy,93.0,1999-08-05,cn,49,21,3.0556,9
185883,Laugh or Die (2018),487635.0,Comedy|Drama,103.0,2018-03-16,fi,12,1,2.9,15
185901,The Light of the Moon (2017),426247.0,Drama,94.0,2017-03-12,en,3,0,3.2857,7
185905,The Third Murder (2017),434775.0,Drama|Mystery,125.0,2017-09-09,ja,27,10,3.2222,72
185915,"Real, la pelicula (2005)",194308.0,Documentary,90.0,2005-08-26,es,1,0,2.6667,3
185933,Made in Israel (2001),26501.0,Drama,113.0,2001-09-27,he,0,1,2.5,1
185945,The Illusionists (2015),362893.0,Documentary,86.0,2015-01-01,en,2,0,3.0,1
185997,Life of the Party (2018),399796.0,Comedy,105.0,2018-05-10,en,12,2,2.7867,211
186009,Retake (2016),399636.0,Drama|Romance,98.0,2016-06-21,en,3,1,3.1429,7
186051,Aluku liba (2009),514715.0,Drama,90.0,2009-03-28,fr,0,0,2.5,1
186053,Princess (2014),308181.0,(no genres listed),92.0,2014-07-14,he,1,0,3.2222,9
186087,Love Battles (2013),167668.0,Drama,103.0,2013-01-06,fr,7,10,3.375,4
186097,A Talking Pony!?! (2013),250243.0,Children,89.0,2013-09-01,en,6,38,3.0,1
186103,Beneath Clouds (2002),60109.0,Drama|Romance,90.0,2002-05-23,en,0,0,3.8333,6
186109,Kingdom Hospital (2004),375569.0,Horror,608.0,2004-03-03,en,34,9,2.75,10
186203,Hurricane Season (2009),32007.0,Drama,103.0,2009-12-08,en,40,4,3.5,3
186241,Forgotten Plague (2016),399081.0,(no genres listed),81.0,2016-03-20,en,7,0,4.0,1
186261,Confusion Na Wa (2013),332750.0,(no genres listed),105.0,2013-08-01,en,1,0,2.5,1
186277,Solsidan (2017),468703.0,Comedy,104.0,2017-12-01,sv,5,7,3.0185,27
186289,Kiss Me Softly (2012),239761.0,Comedy|Drama,17.0,2012-06-27,nl,1,0,3.8333,3
186317,Golden Dawn Girls (2018),489172.0,Documentary,95.0,2018-04-06,no,0,1,2.9375,8
186343,My Grandmother Ironed the King's Shirts (1999),215509.0,Animation,11.0,1999-08-27,en,0,0,3.1429,7
186381,Campeones (2018),456929.0,Comedy|Drama,124.0,2018-04-06,es,14,5,3.4732,56
186383,The Kovak Box (2006),13686.0,Mystery|Sci-Fi|Thriller,102.0,2006-07-18,en,28,0,2.6333,15
186415,Hideaways (2011),99494.0,Fantasy,90.0,2011-11-23,en,11,2,3.3333,6
186419,The Life of Fish (2010),48999.0,Drama|Romance,84.0,2010-06-10,es,6,1,2.7,5
186425,Gracie! (2009),58524.0,Comedy|Drama,78.0,2009-11-23,en,7,4,2.0,1
186463,Home of the Giants (2007),41891.0,Crime|Drama,104.0,2007-10-12,en,17,0,3.0,4
186465,Normal (2007),38051.0,Drama,100.0,2007-09-10,en,38,1,3.1,5
186469,A Girl Like Me: The Gwen Araujo Story (2006),30303.0,Drama,96.0,2006-06-19,en,5,10,1.6,5
186489,Time of Her Time (2000),232536.0,(no genres listed),93.0,2000-09-21,en,5,0,4.0,1
186495,Jesus Christ Superstar Live in Concert (2018),495029.0,Children,100.0,2018-04-01,en,1,4,2.9318,22
186509,Immer nie am Meer (2007),2859.0,Comedy,88.0,2007-03-09,de,0,0,3.3333,3
186511,Meer is nich (2007),120106.0,Drama,102.0,2007-10-24,de,2,0,2.0,1
186519,Frank Serpico (2017),454192.0,Documentary,98.0,2017-11-01,en,31,2,2.8333,3
186523,Universal Horror (1998),144517.0,Documentary,95.0,1998-10-08,en,23,3,3.6667,3
186531,Kissing on the Mouth (2005),47440.0,Drama|Romance,78.0,2005-03-12,en,0,0,2.3571,7
186565,Happy Anniversary (2018),451563.0,Comedy|Romance,78.0,2018-03-30,en,20,0,3.3542,24
186575,Producing Adults (2004),39496.0,Comedy|Drama|Romance,102.0,2004-09-17,fi,2,0,2.7,5
186663,Njandukalude Naattil Oridavela (2017),468848.0,Children|Comedy|Drama,131.0,2017-09-01,ml,14,0,3.0,5
186669,Rani Padmini (2015),368373.0,Adventure|Drama,137.0,2015-10-23,ml,7,4,3.0,1
186717,ABCD: American-Born Confused Desi (2013),204261.0,Comedy,167.0,2013-06-12,ml,2,0,3.625,4
186721,Chinthavishtayaya Shyamala (1998),151633.0,Drama,158.0,1998-10-15,ml,5,1,2.1667,3
186779,For Marx... (2013),159752.0,(no genres listed),100.0,2013-03-14,ru,8,5,3.8333,6
186791,2017 Oscar Nominated Short Films - Live Action (2017),439677.0,(no genres listed),94.0,2017-02-03,en,7,2,3.0,1
186797,Strangers (2003),267985.0,Drama,7.0,2003-08-01,xx,0,0,2.3333,6
186813,A Journey to the Fumigated Towns (2018),499161.0,Documentary,97.0,2018-05-03,es,0,2,2.0,2
186815,12 Days (2017),452221.0,Documentary,87.0,2017-11-29,fr,7,5,3.2143,7
186817,Love Me Not (2017),475957.0,Drama,99.0,2017-09-24,el,2,2,3.5,2
186881,Butter on the Latch (2013),197010.0,Drama|Fantasy|Horror,72.0,2013-05-09,en,2,1,2.5833,6
186949,The Resistance Banker (2018),497916.0,Drama|War,124.0,2018-03-08,nl,15,5,3.2396,48
186991,About Love (2017),435901.0,Romance,95.0,2017-03-23,ru,18,4,3.1,5
187027,Inuyasha the Movie 3: Swords of an Honorable Ruler (2003),34295.0,Animation|Fantasy|Sci-Fi,99.0,2003-12-20,ja,23,3,3.25,16
187029,Inuyasha the Movie 4: Fire on the Mystic Island (2004),34297.0,Action|Adventure|Animation|Sci-Fi,88.0,2004-12-23,ja,27,4,3.1429,14
187051,Transit  (2018),471853.0,Drama,102.0,2018-04-05,de,8,8,3.5697,122
187071,Bindlestiffs (2012),103609.0,Action|Adventure|Comedy,80.0,2012-01-22,en,0,0,1.0,1
187077,Schnitzel Paradise (2005),908.0,Comedy|Romance,82.0,2005-09-08,nl,2,0,2.75,8
187095,The House by the Sea (2017),468207.0,Drama,107.0,2017-11-29,fr,35,6,3.0,9
187145,Maquia: When the Promised Flower Blooms (2018),476292.0,Animation,115.0,2018-02-24,ja,5,0,3.7284,81
187185,Confessions of a Teenage Jesus Jerk (2017),399895.0,Comedy|Drama|Romance,95.0,2017-05-10,en,1,0,3.6,5
187203,The Moment (2013),174376.0,Thriller,90.0,2013-04-21,en,44,1,3.375,4
187249,Songs (2011),254527.0,Documentary,91.0,2011-12-09,pt,0,3,3.75,2
187265,The Accountant (2001),36733.0,Comedy|Drama,39.0,2001-01-22,en,0,0,3.9231,13
187405,Sunflower (2006),49283.0,Action|Drama,116.0,2006-11-23,ko,5,0,3.8333,6
187483,Spreading Darkness (2017),481359.0,Comedy|Crime|Drama|Fantasy|Mystery|Thriller,91.0,2017-11-21,en,131,1,3.5,2
187509,Vampire Clay (2018),470821.0,Horror,81.0,2018-04-20,ja,1,0,2.6667,3
187525,2016 Oscar Nominated Short Films: Live Action (2016),375018.0,(no genres listed),94.0,2016-01-28,en,7,1,2.5,1
187537,Sensitivity Training (2016),397632.0,Comedy,87.0,2016-06-05,en,2,0,4.0,4
187585,Angel Express (1999),281543.0,Drama,82.0,1999-04-15,de,0,0,4.0,1
187593,Deadpool 2 (2018),383498.0,Action|Comedy|Sci-Fi,120.0,2018-05-15,en,70,2,3.7933,10327
187607,Il principe abusivo (2013),170354.0,Comedy,97.0,2013-02-09,it,27,0,2.5833,6
187617,LEGO DC Super Hero Girls: Super-Villain High (2018),506734.0,Action|Animation|Children,78.0,2018-05-01,en,4,0,2.25,8
187629,The Legend of Johnny Lingo (2003),50610.0,Action|Adventure|Children,91.0,2003-08-29,en,3,0,2.3333,9
187651,3 Hours till Dead (2017),451697.0,Horror,79.0,2017-04-21,en,7,0,3.0,2
187693,Iron Maiden: Death On The Road (2006),76752.0,(no genres listed),105.0,2006-02-02,en,6,1,3.75,2
187709,All Summers End (2017),322517.0,Drama,82.0,2017-02-06,en,7,0,2.9167,12
187715,Zoo (2018),472553.0,Children|War,96.0,2018-06-08,en,18,0,3.375,8
187799,Jeff Buckley - Live in Chicago (2000),41526.0,(no genres listed),97.0,2000-05-09,en,0,0,3.75,2
187849,Emperor's Secret (2006),199947.0,Animation,86.0,2006-09-08,fi,7,0,1.125,4
187863,Aegan (2008),69389.0,Action|Romance,135.0,2008-10-25,ta,18,0,3.25,2
187871,5th Street (2013),261578.0,Action|Crime,93.0,2013-04-19,en,0,0,2.5,3
187873,Real Boy (2016),395499.0,Documentary,72.0,2016-03-21,en,7,0,3.25,6
187885,Siruthai (2011),63448.0,Action|Comedy|Drama|Thriller,161.0,2011-01-14,ta,11,0,3.5,2
187901,Theri (2016),370076.0,Action|Romance,157.0,2016-04-14,ta,30,1,2.9091,11
187903,Kaththi (2014),263475.0,Action|Drama|Romance,167.0,2014-10-22,ta,26,6,2.9091,11
187941,"Roxanne, Roxanne (2017)",426257.0,Drama,98.0,2017-01-22,en,17,0,2.625,8
187967,Miss Dial (2013),177851.0,Comedy,90.0,2013-03-07,en,8,0,4.25,2
187987,"Pro Fedota-streltsa, udalogo molodtsa (2008)",28833.0,Adventure|Animation|Children,70.0,2008-12-18,ru,23,0,3.6,15
188095,Shultes (2008),214556.0,Crime|Drama,100.0,2008-07-16,ru,0,0,3.3571,7
188111,Norman Lear: Just Another Version of You (2016),373339.0,Documentary,91.0,2016-01-21,en,6,10,3.75,4
188123,Old Women (2003),222071.0,Drama,103.0,2003-09-16,ru,0,0,2.25,2
188139,Leo Da Vinci: Mission Mona Lisa (2018),486072.0,Adventure|Animation,85.0,2018-01-11,it,0,0,1.5,1
188185,No Man's Land (2017),455736.0,Documentary,81.0,2017-04-20,en,7,0,3.3333,3
188187,Breaking In (2018),497814.0,Thriller,88.0,2018-05-05,en,26,4,2.8421,76
188293,"Tambourine, Drum (2009)",360544.0,Drama,105.0,2009-12-10,ru,2,1,3.0833,6
188295,Peter on the Way to Heaven (2009),38333.0,Comedy|Drama,97.0,2009-07-30,ru,4,3,1.75,2
188301,Ant-Man and the Wasp (2018),363088.0,Action|Adventure|Comedy|Fantasy|Sci-Fi,119.0,2018-07-04,en,81,7,3.4732,4670
188309,Skyscraper (2018),447200.0,Action|Drama|Thriller,102.0,2018-07-11,en,57,4,2.869,710
188315,Hover (2018),522882.0,Sci-Fi,86.0,2018-06-30,en,3,2,3.3125,8
188415,Vasool Raja MBBS (2004),48760.0,Comedy,155.0,2004-08-14,ta,33,2,4.1,5
188493,I Not Stupid (2002),56836.0,(no genres listed),105.0,2002-02-09,zh,1,0,3.125,4
188535,The Honor List (2018),516232.0,Drama,103.0,2018-05-11,en,1,1,3.1429,7
188563,Black Hole (2010),191431.0,(no genres listed),11.0,2010-12-10,en,6,0,3.5,1
188599,Synesthesia (2005),98208.0,Crime|Horror|Mystery|Thriller,122.0,2005-03-01,ja,8,0,2.5,1
188631,Shit Happens (2000),68689.0,Comedy|Drama,114.0,2000-02-18,sv,2,4,2.6667,6
188641,Pilgrimage (2017),340442.0,Action|Adventure|Drama,96.0,2017-04-23,en,10,3,3.02,25
188647,Durval Records (2002),74901.0,Comedy|Drama,89.0,2002-03-27,pt,0,0,3.05,10
188679,Fahrenheit 451 (2018),401905.0,Drama|Sci-Fi,100.0,2018-05-12,en,29,3,2.4845,194
188735,Alison's Choice (2015),488596.0,(no genres listed),92.0,2015-06-27,en,4,0,1.5,1
188741,The Suspicions of Mr Whicher: The Murder in Angel Lane (2013),225264.0,Drama|Mystery,95.0,2013-05-12,en,17,4,3.05,10
188749,The Equalizer 2 (2018),345887.0,Action|Crime|Thriller,121.0,2018-07-19,en,48,13,3.4481,1099
188761,Puzzle (2018),492998.0,Drama,103.0,2018-07-27,en,35,0,3.3304,56
188797,Tag (2018),455980.0,Comedy,101.0,2018-05-30,en,39,4,3.3438,1271
188803,Edge of Daybreak (2018),503381.0,Documentary,10.0,2018-01-10,en,0,1,3.0,1
188811,Suicide Bus (1998),96538.0,Comedy|Drama,101.0,1998-08-11,ja,4,10,3.25,4
188847,Ho Mann Jahaan (2016),384547.0,Drama,170.0,2016-01-01,ur,0,0,2.0,2
188863,Louis Theroux: The City Addicted to Crystal Meth (2009),68363.0,Documentary,60.0,2009-08-09,en,11,2,3.6538,13
188873,"Lou Andreas-Salomé, The Audacity to be Free (2016)",379691.0,Drama,113.0,2016-06-30,de,2,0,3.25,2
188919,Billy's Balloon (1998),32531.0,Animation,6.0,1998-10-01,en,9,3,3.5545,55
188921,A Fine Day (2001),117234.0,Drama,74.0,2001-02-12,de,1,0,3.0,2
188953,Diamantino (2018),518495.0,Comedy|Drama|Fantasy|Sci-Fi,96.0,2018-11-28,pt,4,2,3.0441,34
188967,Phone Call to the Bar (2011),91989.0,Action|Crime|Drama,125.0,2011-09-10,ja,24,0,3.5,1
188995,Over the Fence (2016),424995.0,Drama,112.0,2016-09-17,ja,36,4,3.5,3
189015,Girl Lost (2018),525102.0,Drama,95.0,2018-05-01,en,0,0,2.875,4
189027,Louis Theroux: Talking to Anorexia (2017),488083.0,Documentary,59.0,2017-10-29,en,22,0,3.6471,17
189039,Hunting Emma (2017),444608.0,Action|Thriller,102.0,2017-06-12,af,0,0,3.5833,6
189051,Run the Tide (2016),353074.0,Drama,100.0,2016-12-02,en,8,0,1.5,1
189149,Black Water (2018),454615.0,Action|Drama,105.0,2018-05-18,en,71,0,2.5417,24
189161,Born in the USSR: 21 Up (2005),405300.0,(no genres listed),71.0,2005-11-29,ru,8,2,4.2083,12
189209,The Guest House (2017),477207.0,Thriller,96.0,2017-09-19,en,0,0,4.25,2
189217,Avengers Grimm: Time Wars (2018),521720.0,Action|Adventure|Fantasy,88.0,2018-05-01,en,2,1,2.6111,9
189265,Walking the Halls (2012),130692.0,Drama|Thriller,88.0,2012-01-07,en,3,3,3.1,5
189409,Robin des Bois - La véritable histoire (2015),325516.0,Comedy,87.0,2015-04-15,fr,20,1,2.75,2
189433,Pensé que iba a haber fiesta (2013),209420.0,(no genres listed),86.0,2013-05-08,es,18,1,2.75,2
189435,Vannin' (2013),237447.0,Documentary,60.0,2013-10-10,en,7,0,3.0,2
189437,Abeltje (1998),21872.0,Adventure,110.0,1998-11-26,nl,1,1,2.3,5
189445,Con il fiato sospeso (2013),480146.0,Drama,95.0,2013-08-30,it,10,0,2.5,1
189525,The Carter Effect (2017),475013.0,Documentary,60.0,2017-09-09,en,3,0,3.2,10
189559,A Species Odyssey (2003),52062.0,Documentary,89.0,2003-01-07,fr,13,0,4.0,2
189567,Alex Strangelove (2018),511785.0,Comedy,99.0,2018-04-16,en,2,3,3.2984,186
189573,Freshman Father (2010),127717.0,(no genres listed),90.0,2010-06-05,en,10,6,4.8333,3
189605,American Meat (2013),185142.0,Documentary,85.0,2013-04-12,en,2,0,3.0,1
189617,Soul Food Junkies (2012),247053.0,(no genres listed),64.0,2012-01-01,en,7,1,3.75,2
189621,Growing Cities (2013),298442.0,Documentary,97.0,2013-01-22,en,7,0,3.0,1
189633,Yomeddine (2018),517286.0,Adventure|Comedy|Drama,97.0,2018-11-21,ar,0,0,3.6667,3
189635,Le talent de mes amis (2015),338827.0,Comedy,98.0,2015-05-06,fr,1,0,2.25,2
189641,Loving Pablo (2018),425336.0,Crime|Drama,123.0,2018-06-15,es,78,7,3.1635,52
189703,Four Christmases and a Wedding (2017),489204.0,(no genres listed),90.0,2017-12-02,en,22,6,3.8571,7
189731,A Blue Automobile (2004),318650.0,(no genres listed),90.0,2004-11-20,ja,7,0,2.0,1
189751,Enfin pris ? (2002),61758.0,Documentary,93.0,2002-10-02,fr,1,1,4.0,1
189805,Papillon (2018),433498.0,Drama,134.0,2018-08-24,en,13,1,3.5625,312
189829,Hackers Are People Too (2008),28756.0,Documentary,43.0,2008-08-08,en,2,0,2.8,5
189837,I Am Yours (2013),215028.0,Drama,96.0,2013-08-15,no,15,0,3.5,4
189841,Treasures O.K. (2013),201893.0,Adventure|Comedy|Romance,110.0,2013-05-01,ru,1,1,3.0,3
189857,The Little Girl Who Sold the Sun (1999),108850.0,Children|Drama,45.0,1999-10-06,wo,1,4,2.7,10
189865,A Murder in Mansfield (2017),494791.0,Documentary,88.0,2017-11-12,en,0,12,3.5,3
189867,"Hale County This Morning, This Evening (2018)",490785.0,Documentary,76.0,2018-09-14,en,7,0,3.2885,26
189875,Revolver Rani (2014),266550.0,Action|Comedy|Crime,132.0,2014-04-25,hi,14,0,2.0,1
189897,Martian Land (2015),355309.0,Action|Adventure|Horror|Sci-Fi,90.0,2015-10-06,en,0,4,2.5,5
189901,Who's Gonna Love Me Now? (2016),384321.0,Documentary,86.0,2016-04-07,en,7,3,1.875,4
189903,'63 Boycott (2016),522472.0,Documentary,30.0,2016-11-06,en,7,0,2.5,2
189943,Modern Life Is Rubbish (2018),412003.0,Romance,105.0,2018-04-27,en,20,0,4.0,2
189985,Octavio Is Dead (2018),441766.0,(no genres listed),90.0,2018-06-02,en,44,0,2.0,1
190085,How It Ends (2018),475210.0,Action|Adventure|Mystery|Sci-Fi|Thriller,113.0,2018-07-13,en,54,5,2.5949,216
190099,Find This Dumb Little Bitch and Throw Her Into a River (2017),440855.0,Drama,90.0,2017-04-12,nl,6,1,3.0,1
190123,Diamond 13 (2009),31172.0,Action|Crime|Thriller,102.0,2009-06-21,fr,96,0,2.25,2
190127,Arbor Demon (2016),405551.0,Drama|Horror|Thriller,92.0,2016-08-26,en,14,1,2.8333,9
190129,The Dating Project (2018),518516.0,Documentary,94.0,2018-04-17,en,7,0,3.5,2
190137,1778 Stories of Me and My Wife (2011),72524.0,Drama,139.0,2011-01-16,ja,15,1,2.5,3
190147,Jefe (2018),517298.0,Comedy,89.0,2018-05-04,es,7,0,3.1429,7
190155,The Year of Spectacular Men (2018),433448.0,Comedy|Drama,102.0,2018-06-15,en,29,0,2.6923,13
190227,Assassin's Creed: Embers (2011),79089.0,Animation,21.0,2011-11-15,en,0,0,3.625,4
190237,Nude Caboose (2006),143764.0,(no genres listed),2.0,2006-09-13,en,0,10,1.4,5
190249,W. Kamau Bell: Private School Negro (2018),532162.0,(no genres listed),65.0,2018-06-26,en,1,15,2.4167,12
190255,One Evening After the War (1998),178577.0,Drama,108.0,1998-12-18,fr,0,1,3.25,2
190287,Slender Man (2018),439015.0,Horror,93.0,2018-05-17,en,10,4,1.8519,108
190293,The Unthinkable (2018),518502.0,Thriller,129.0,2018-06-20,sv,9,7,2.925,20
190353,Tarak (2017),514700.0,Action|Romance,145.0,2017-09-29,kn,3,0,2.5,1
190387,12 Jahre (2010),486651.0,(no genres listed),3.0,2010-05-28,de,0,0,2.6667,3
190425,"""My Friend """"A"""" (2018)""",507648.0,Drama,129.0,2018-05-25,ja,34,6,2.5,1
190431,The Mole Song: Hong Kong Capriccio (2016),417413.0,Action|Comedy,128.0,2016-12-23,ja,29,43,3.8,5
190445,Nodame Cantabile: The Movie II (2010),51900.0,Drama|Romance,123.0,2010-04-17,ja,23,2,4.3333,3
190451,Dear Doctor (2009),88797.0,Drama,127.0,2009-07-27,ja,12,3,3.1667,6
190493,Do Over (2016),420783.0,Comedy,99.0,2016-10-11,en,5,0,4.0,2
190495,Hot Dog (2018),429977.0,Action|Comedy,100.0,2018-01-18,de,45,4,2.7,10
190505,Over the Limit (2018),491080.0,Documentary,74.0,2018-10-05,pl,0,0,3.1667,9
190507,Woman at War (2018),348657.0,Action|Thriller,101.0,2018-05-22,is,2,2,3.5234,107
190513,Ju-Rei: The Uncanny (2004),67065.0,Horror,75.0,2004-03-27,ja,0,0,3.0,1
190555,Searching (2018),489999.0,Drama,102.0,2018-08-24,en,13,0,3.7813,2071
190587,Kaalai (2008),263896.0,Action,133.0,2008-01-14,ta,3,1,2.5,1
190593,Back Soon (2008),129434.0,Romance,92.0,2008-08-08,is,3,1,2.75,2
190617,Raise The Roof (2015),338847.0,(no genres listed),94.0,2015-02-03,en,7,0,4.0,1
190619,Mindhack: #savetheworld (2017),464742.0,Sci-Fi,90.0,2017-08-25,en,13,0,3.5,2
190623,The Legacy of a Whitetail Deer Hunter (2018),311307.0,Adventure|Comedy|Drama,83.0,2018-03-10,en,45,2,2.537,27
190633,Celtic Soul (2016),429114.0,Documentary,86.0,2016-11-25,en,15,1,2.5,1
190653,Buffalo Soldiers (1997),212257.0,Drama|Western,94.0,1997-12-07,en,24,4,3.6667,3
190701,The Angel of Pennsylvania Avenue (1996),131102.0,(no genres listed),88.0,1996-12-15,en,18,7,3.0,1
190739,UFO (2018),426865.0,Mystery,88.0,2018-09-27,en,20,1,3.0463,54
190751,Pick of the Litter (2018),503257.0,Documentary,81.0,2018-08-31,en,0,7,3.4783,46
190779,"OK, Good (2012)",123556.0,Drama,79.0,2012-01-19,en,1,0,1.0,1
190889,The Skin of the Wolf (2018),437380.0,Drama|Romance,110.0,2018-03-09,es,12,0,3.0455,11
190893,Muse: Drones World Tour (2018),521755.0,Documentary,90.0,2018-04-12,en,0,0,3.6667,3
190943,Duck Duck Goose (2018),375107.0,Animation,91.0,2018-03-09,en,11,0,2.6905,21
190975,Chi m'ha visto (2017),478434.0,Comedy,105.0,2017-09-28,it,19,0,3.0,2
190989,Grasshopper (2015),313219.0,Thriller,119.0,2015-11-07,ja,25,2,3.5,1
190995,The Mole Song: Undercover Agent Reiji (2014),199926.0,Action|Comedy|Crime,130.0,2014-02-15,ja,21,37,3.2,5
191029,Arakawa Under the Bridge: The Movie (2012),142386.0,Comedy,115.0,2012-02-04,ja,9,0,1.75,2
191091,Arcadia (2016),422600.0,Action|Sci-Fi,90.0,2016-10-24,en,0,1,2.8333,3
191095,The Cage Fighter (2017),445147.0,Action|Documentary|Drama,81.0,2017-03-02,en,0,0,3.2857,7
191127,Best Friends Forever (2013),159625.0,(no genres listed),80.0,2013-01-19,en,5,0,3.9,5
191165,New Alcatraz (2001),110004.0,Action|Horror|Sci-Fi,95.0,2001-12-07,en,5,5,1.7,5
191185,Storm Watch (2002),45214.0,Action|Sci-Fi|Thriller,100.0,2002-05-01,en,5,1,3.0,1
191227,Specimen (1996),121515.0,(no genres listed),85.0,1996-09-14,en,3,1,1.5,2
191247,Alp (2016),443488.0,Horror,80.0,2016-10-25,en,0,0,1.5,1
191279,G-Funk (2017),438517.0,Documentary,84.0,2017-03-10,en,65,0,3.0,2
191287,Dying to Be Loved (2016),393132.0,Thriller,85.0,2016-04-16,en,8,7,2.5,1
191319,Sarocharu (2012),199994.0,Comedy|Drama,137.0,2012-12-21,te,20,1,2.5,4
191343,Killing Moon (1999),109547.0,Thriller,95.0,1999-08-11,en,23,3,3.0,1
191351,To All the Boys I've Loved Before (2018),466282.0,Comedy|Romance,100.0,2018-08-17,en,5,0,3.4655,1059
191383,Glory at Sea (2008),55988.0,Adventure,25.0,2008-03-09,en,0,0,2.6667,3
191409,Normal Doors (2015),353408.0,Comedy|Drama,9.0,2015-08-06,en,2,0,3.75,2
191413,Lorna Doone (2001),58458.0,Drama|Romance,180.0,2001-03-11,en,3,1,3.1,5
191427,The Other Side of Immigration (2009),105946.0,Documentary,60.0,2009-04-12,en,7,0,3.5,1
191471,The Singles Ward (2002),16653.0,Children|Comedy|Drama|Romance,102.0,2002-01-30,en,0,0,3.7778,9
191501,Ishq (2012),94372.0,Romance,160.0,2012-02-24,te,3,1,3.0,7
191513,American Jihad (2017),445068.0,Documentary,90.0,2017-03-25,en,7,2,4.0,1
191635,Pretty Little Dead Girl (2017),423076.0,Mystery|Thriller,90.0,2017-01-04,en,6,0,1.0,1
191649,6 Points About Emma (2011),80120.0,Drama,85.0,2011-11-25,es,2,0,3.0,1
191679,Scotty and the Secret History of Hollywood (2018),469062.0,Documentary,98.0,2018-07-27,en,0,2,3.125,20
191687,Teen Titans Go! To the Movies (2018),474395.0,Animation|Children,84.0,2018-07-27,en,5,0,3.0103,145
191703,The Muppets' Wizard of Oz (2005),20910.0,Adventure|Children|Comedy|Fantasy,100.0,2005-05-20,en,8,1,2.5,19
191731,Love in the Time of Monsters (2014),189711.0,Comedy|Horror,97.0,2014-03-08,en,17,0,2.5,2
191737,Dreams for Sale (2012),121796.0,Crime|Drama,137.0,2012-09-08,ja,13,4,4.0,1
191745,The Plan Man (2014),254781.0,Comedy,121.0,2014-01-09,ko,13,0,3.75,2
191757,A Hustler's Diary (2017),429952.0,(no genres listed),97.0,2017-07-13,sv,0,0,2.9286,7
191779,10½ (2010),70018.0,Drama,116.0,2010-10-29,fr,1,1,3.0,3
191781,Gyo: Tokyo Fish Attack (2012),94684.0,Animation|Horror,70.0,2012-02-15,ja,0,1,2.3864,22
191823,Chutney Popcorn (2001),56774.0,Drama,92.0,2001-01-11,en,3,0,3.0,4
191837,Chrystal (2004),33403.0,Drama,106.0,2004-02-26,en,17,1,2.75,4
191933,Abrahaminte Santhathikal (2018),530588.0,Crime|Thriller,131.0,2018-06-15,ml,18,0,2.1667,3
191949,A Dot and a Line (2004),95696.0,Action|Drama,105.0,2004-12-15,es,1,0,2.5,2
191973,Tamale Road: A Memoir from El Salvador (2012),539527.0,Documentary|Drama|War,106.0,2012-06-01,en,7,0,5.0,1
191979,The Word in the Woods (La Palabra en el Bosque) (2011),539548.0,Documentary,56.0,2011-09-22,es,7,0,2.5,1
191989,The Indelible Stain (La mancha indeleble) (2009),539566.0,Drama|Thriller,12.0,2009-11-18,es,0,0,2.5,1
191995,Arasatchi (2004),69439.0,Action|Crime|Drama,159.0,2004-09-22,ta,12,2,3.0,1
192021,Neal Brennan: Women and Black Dudes (2014),250263.0,Comedy,60.0,2014-01-17,en,0,2,3.5833,6
192039,Poveri ma ricchi (2016),427989.0,Comedy,98.0,2016-12-15,it,31,8,4.0,4
192059,Dhill (2001),69666.0,Action|Drama,180.0,2001-05-05,ta,2,0,3.5,2
192075,Majaa (2005),69670.0,Action|Drama|Romance,143.0,2005-11-02,ta,12,0,2.5,1
192079,The Summer House (2014),355753.0,Drama,95.0,2014-04-15,de,0,0,2.0,3
192101,Socialist Zombie Massacre (2014),367204.0,Comedy|Horror,94.0,2014-04-25,sk,0,0,3.25,2
192107,Anthropocene (2018),539757.0,Documentary,87.0,2018-09-28,en,14,5,3.6452,31
192121,Just a Breath Away (2018),477489.0,Sci-Fi,90.0,2018-04-04,fr,38,3,2.9844,32
192127,Aurora Borealis - Northern Light (2017),476791.0,Drama,104.0,2017-10-19,hu,19,4,4.0,6
192141,A Reasonable Request (2015),351777.0,Comedy|Drama,9.0,2015-06-15,en,1,0,3.25,2
192159,Mi obra maestra (2018),535692.0,Comedy,100.0,2018-08-14,es,26,3,3.1633,49
192161,He Was Cool (2004),45404.0,Comedy|Romance,113.0,2004-07-22,ko,1,0,2.8333,6
192189,Paradise Kiss (2011),78214.0,Drama,124.0,2011-06-04,ja,3,2,3.6667,3
192195,Seven Something (2012),143315.0,Comedy|Drama|Romance,152.0,2012-07-26,th,4,4,2.3333,3
192205,I'm Not Just Going to Do What Kurosaki kun Says (2016),401917.0,Comedy|Romance,93.0,2016-02-27,ja,4,0,3.5,3
